
daily
Date,Crop,Stage,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois_1,Mois_2,Mois_3,SOC_1,SOC_2,SOC_3,Tavg,Globrad
1990-02-12,,0,0,0,0,0,0,3.6,0.24,0.243,0.244,0.24,0.243,0.244,0.0079,0.0079,0.0079,3,6.33
1990-02-13,,0,0,0,0,0,0,5.7,0.243,0.245,0.245,0.243,0.245,0.245,0.0079,0.0079,0.0079,1.9,5.82
1990-02-14,,0,0,0,0,0,0,8.4,0.242,0.245,0.246,0.242,0.245,0.246,0.0079,0.0079,0.0079,3.2,3.97
1990-02-15,,0,0,0,0,0,0,6.9,0.246,0.246,0.246,0.246,0.246,0.246,0.0079,0.0079,0.0079,1.5,2.75
1990-02-16,,0,0,0,0,0,0,0.8,0.242,0.243,0.243,0.242,0.243,0.243,0.0079,0.0079,0.0079,1.6,6.42
1990-02-17,,0,0,0,0,0,0,0,0.236,0.24,0.241,0.236,0.24,0.241,0.0079,0.0079,0.0079,1.5,10.72
1990-02-18,,0,0,0,0,0,0,0.3,0.233,0.238,0.239,0.233,0.238,0.239,0.0079,0.0079,0.0079,8,3.14
1990-02-19,,0,0,0,0,0,0,0,0.227,0.236,0.238,0.227,0.236,0.238,0.0079,0.0079,0.0079,10.4,10.99
1990-02-20,,0,0,0,0,0,0,0,0.221,0.234,0.236,0.221,0.234,0.236,0.0079,0.0079,0.0079,11.8,6.83
1990-02-21,wheat/winter wheat,1,53,53,0,0,0.106,0,0.216,0.233,0.236,0.216,0.233,0.236,0.0079,0.0079,0.0079,10.3,11.88
1990-02-22,wheat/winter wheat,1,53,53,0,0,0.106,0,0.213,0.232,0.235,0.213,0.232,0.235,0.0079,0.0079,0.0079,7.2,12.93
1990-02-23,wheat/winter wheat,1,53,53,0,0,0.106,0,0.21,0.232,0.235,0.21,0.232,0.235,0.0079,0.0079,0.0079,8.7,12.9
1990-02-24,wheat/winter wheat,1,53,53,0,0,0.106,0,0.206,0.231,0.234,0.206,0.231,0.234,0.0079,0.0079,0.0079,10.6,11.79
1990-02-25,wheat/winter wheat,1,53,53,0,0,0.106,2.2,0.222,0.229,0.234,0.222,0.229,0.234,0.0079,0.0079,0.0079,12.1,9.05
1990-02-26,wheat/winter wheat,1,53,53,0,0,0.106,10.6,0.242,0.245,0.245,0.242,0.245,0.245,0.0079,0.0079,0.0079,6.5,4.72
1990-02-27,wheat/winter wheat,1,53,53,0,0,0.106,13.7,0.277,0.246,0.246,0.277,0.246,0.246,0.0079,0.0079,0.0079,1.8,4.75
1990-02-28,wheat/winter wheat,1,53,53,0,0,0.106,10.6,0.28,0.246,0.246,0.28,0.246,0.246,0.0079,0.0079,0.0079,4.7,4
1990-03-01,wheat/winter wheat,1,53,53,0,0,0.106,13.7,0.315,0.246,0.246,0.315,0.246,0.246,0.0079,0.0079,0.0079,3.1,6.95
1990-03-02,wheat/winter wheat,1,53,53,0,0,0.106,1,0.246,0.246,0.246,0.246,0.246,0.246,0.0079,0.0079,0.0079,1.1,10.89
1990-03-03,wheat/winter wheat,1,53,53,0,0,0.106,0.3,0.239,0.242,0.243,0.239,0.242,0.243,0.0079,0.0079,0.0079,1.8,4.6
1990-03-04,wheat/winter wheat,1,53,53,0,0,0.106,1.1,0.239,0.241,0.241,0.239,0.241,0.241,0.0079,0.0079,0.0079,4,3.91
1990-03-05,wheat/winter wheat,1,53,53,0,0,0.106,0.5,0.237,0.239,0.24,0.237,0.239,0.24,0.0079,0.0079,0.0079,5.1,3.93
1990-03-06,wheat/winter wheat,1,53,53,0,0,0.106,1.5,0.239,0.241,0.241,0.239,0.241,0.241,0.0079,0.0079,0.0079,6.6,3.8
1990-03-07,wheat/winter wheat,1,53,53,0,0,0.106,1.8,0.24,0.242,0.242,0.24,0.242,0.242,0.0079,0.0079,0.0079,8.3,3.87
1990-03-08,wheat/winter wheat,1,53,53,0,0,0.106,0,0.234,0.239,0.24,0.234,0.239,0.24,0.0079,0.0079,0.0079,9,9.34
1990-03-09,wheat/winter wheat,1,53,53,0,0,0.106,3.4,0.239,0.242,0.242,0.239,0.242,0.242,0.0079,0.0079,0.0079,5.5,8.78
1990-03-10,wheat/winter wheat,1,53,53,0,0,0.106,4.9,0.242,0.244,0.244,0.242,0.244,0.244,0.0079,0.0079,0.0079,6.5,3.93
1990-03-11,wheat/winter wheat,1,53,53,0,0,0.106,0,0.232,0.239,0.241,0.232,0.239,0.241,0.0079,0.0079,0.0079,13.2,13.51
1990-03-12,wheat/winter wheat,1,53,53,0,0,0.106,0,0.227,0.237,0.239,0.227,0.237,0.239,0.0079,0.0079,0.0079,6.6,15.42
1990-03-13,wheat/winter wheat,2,56.6,56.6,0,0,0.106,0,0.224,0.236,0.238,0.224,0.236,0.238,0.0079,0.0079,0.0079,4.9,12.37
1990-03-14,wheat/winter wheat,2,60.6,60.6,0,0,0.1132,0.2,0.222,0.235,0.237,0.222,0.235,0.237,0.0079,0.0079,0.0079,7,10.51
1990-03-15,wheat/winter wheat,2,65.4,65.4,0,0,0.1211,0,0.218,0.234,0.236,0.218,0.234,0.236,0.0079,0.0079,0.0079,7.7,16.33
1990-03-16,wheat/winter wheat,2,71.1,70.9,0,0,0.1307,0,0.213,0.233,0.235,0.213,0.233,0.235,0.0079,0.0079,0.0079,9.4,17.66
1990-03-17,wheat/winter wheat,2,77.5,77.3,0,0,0.1419,0,0.209,0.232,0.235,0.209,0.232,0.235,0.0079,0.0079,0.0079,10.9,18
1990-03-18,wheat/winter wheat,2,84.6,84.4,0,0,0.1546,0,0.203,0.23,0.234,0.203,0.23,0.234,0.0079,0.0079,0.0079,11.8,18.26
1990-03-19,wheat/winter wheat,2,92.8,92.5,0,0,0.1687,0,0.194,0.228,0.233,0.194,0.228,0.233,0.0079,0.0079,0.0079,13.5,17.19
1990-03-20,wheat/winter wheat,2,99,98.6,0,0,0.185,0.6,0.196,0.227,0.233,0.196,0.227,0.233,0.0079,0.0079,0.0079,11.2,6.17
1990-03-21,wheat/winter wheat,2,105.4,105,0,0,0.1972,0,0.192,0.226,0.233,0.192,0.226,0.233,0.0079,0.0079,0.0079,11.4,5.84
1990-03-22,wheat/winter wheat,2,111.6,111.2,0,0,0.2099,4.1,0.23,0.225,0.232,0.23,0.225,0.232,0.0079,0.0079,0.0079,9.8,4.76
1990-03-23,wheat/winter wheat,2,119.9,119.5,0,0,0.2223,0,0.225,0.224,0.232,0.225,0.224,0.232,0.0079,0.0079,0.0079,7.3,13.25
1990-03-24,wheat/winter wheat,2,128.7,128.1,0,0,0.2389,0.4,0.224,0.223,0.231,0.224,0.223,0.231,0.0079,0.0079,0.0079,7.3,13.01
1990-03-25,wheat/winter wheat,2,136,135.4,0,0,0.2562,2.7,0.239,0.232,0.231,0.239,0.232,0.231,0.0079,0.0079,0.0079,3.8,11.01
1990-03-26,wheat/winter wheat,2,144.2,143.6,0,0,0.2707,1.1,0.238,0.238,0.233,0.238,0.238,0.233,0.0079,0.0079,0.0079,5.3,11.25
1990-03-27,wheat/winter wheat,2,152.1,151.4,0,0,0.287,0.9,0.238,0.239,0.237,0.238,0.239,0.237,0.0079,0.0079,0.0079,5.3,8.29
1990-03-28,wheat/winter wheat,2,159.6,158.8,0,0,0.3027,0,0.235,0.238,0.237,0.235,0.238,0.237,0.0079,0.0079,0.0079,4.8,5.82
1990-03-29,wheat/winter wheat,2,169.4,168.6,0,0,0.3175,0,0.231,0.236,0.237,0.231,0.236,0.237,0.0079,0.0079,0.0079,7.8,10.16
1990-03-30,wheat/winter wheat,2,180.7,179.8,0,0,0.3371,0,0.226,0.234,0.236,0.226,0.234,0.236,0.0079,0.0079,0.0079,6.1,20.35
1990-03-31,wheat/winter wheat,2,193.5,192.5,0,0,0.3594,0,0.22,0.233,0.235,0.22,0.233,0.235,0.0079,0.0079,0.0079,8.2,20.31
1990-04-01,wheat/winter wheat,2,211.3,210.1,0,0,0.3848,0,0.214,0.231,0.234,0.214,0.231,0.234,0.0079,0.0079,0.0079,10.7,20.03
1990-04-02,wheat/winter wheat,2,233.3,231.7,0,0,0.4199,0,0.205,0.229,0.232,0.205,0.229,0.232,0.0079,0.0079,0.0079,12.7,21.29
1990-04-03,wheat/winter wheat,2,249.8,247.9,0,0,0.4631,5.4,0.239,0.239,0.236,0.239,0.239,0.236,0.0079,0.0079,0.0079,8.2,8.56
1990-04-04,wheat/winter wheat,2,267.2,264.9,0,0,0.4954,1.1,0.237,0.24,0.239,0.237,0.24,0.239,0.0079,0.0079,0.0079,3.5,17.07
1990-04-05,wheat/winter wheat,2,284.7,282.1,0,0,0.5294,0,0.232,0.237,0.238,0.232,0.237,0.238,0.0079,0.0079,0.0079,2.3,20.99
1990-04-06,wheat/winter wheat,2,305.5,302.5,0,0,0.5637,0,0.227,0.235,0.237,0.227,0.235,0.237,0.0079,0.0079,0.0079,4,19.71
1990-04-07,wheat/winter wheat,2,329.3,325.8,0,0,0.6045,0,0.221,0.233,0.235,0.221,0.233,0.235,0.0079,0.0079,0.0079,5,20.59
1990-04-08,wheat/winter wheat,2,353.9,349.8,0,0,0.6509,0,0.215,0.231,0.234,0.215,0.231,0.234,0.0079,0.0079,0.0079,4.3,19.96
1990-04-09,wheat/winter wheat,2,378.5,373.6,0,0,0.6988,0,0.209,0.229,0.233,0.209,0.229,0.233,0.0079,0.0079,0.0079,3.2,23.6
1990-04-10,wheat/winter wheat,2,403.9,398.4,0,0,0.7464,1.6,0.219,0.228,0.232,0.219,0.228,0.232,0.0079,0.0079,0.0079,2.9,22.39
1990-04-11,wheat/winter wheat,2,434.2,427.7,0,0,0.7958,7.6,0.242,0.243,0.243,0.242,0.243,0.243,0.0079,0.0079,0.0079,6.5,14.42
1990-04-12,wheat/winter wheat,2,467.6,459.8,0,0,0.8543,1.4,0.238,0.241,0.242,0.238,0.241,0.242,0.0079,0.0079,0.0079,7.3,14.46
1990-04-13,wheat/winter wheat,2,498.7,489.6,0,0,0.9182,0.6,0.237,0.239,0.24,0.237,0.239,0.24,0.0079,0.0079,0.0079,8.5,7.36
1990-04-14,wheat/winter wheat,2,532.1,521.2,0,0,0.9774,2.6,0.24,0.242,0.242,0.24,0.242,0.242,0.0079,0.0079,0.0079,8.3,8.26
1990-04-15,wheat/winter wheat,2,567.5,554.6,0,0,1.0403,1.2,0.239,0.241,0.241,0.239,0.241,0.241,0.0079,0.0079,0.0079,5.8,11.91
1990-04-16,wheat/winter wheat,2,609.9,594.3,0,0,1.1068,1.3,0.238,0.24,0.241,0.238,0.24,0.241,0.0079,0.0079,0.0079,6,17.84
1990-04-17,wheat/winter wheat,2,653.3,634.8,0,0,1.1858,2.2,0.239,0.241,0.241,0.239,0.241,0.241,0.0079,0.0079,0.0079,5.6,17.1
1990-04-18,wheat/winter wheat,2,696.6,674.9,0,0,1.2662,2.2,0.239,0.241,0.242,0.239,0.241,0.242,0.0079,0.0079,0.0079,5,15.97
1990-04-19,wheat/winter wheat,2,746.7,721.1,0,0,1.346,6.2,0.242,0.244,0.244,0.242,0.244,0.244,0.0079,0.0079,0.0079,7.3,14.65
1990-04-20,wheat/winter wheat,2,817.3,785.1,0,0,1.4375,3.2,0.238,0.242,0.243,0.238,0.242,0.243,0.0079,0.0079,0.0079,10.4,21.98
1990-04-21,wheat/winter wheat,2,885.8,846.4,0,0,1.5643,1.8,0.237,0.24,0.241,0.237,0.24,0.241,0.0079,0.0079,0.0079,10.6,17.98
1990-04-22,wheat/winter wheat,2,959,911,0,0,1.6857,0.5,0.234,0.237,0.239,0.234,0.237,0.239,0.0079,0.0079,0.0079,10.4,18.32
1990-04-23,wheat/winter wheat,2,1026.8,970,0,0,1.8135,2.9,0.24,0.241,0.241,0.24,0.241,0.241,0.0079,0.0079,0.0079,9.7,13.63
1990-04-24,wheat/winter wheat,2,1083.1,1018.5,0,0,1.93,1.6,0.241,0.241,0.241,0.241,0.241,0.241,0.0079,0.0079,0.0079,8.4,6.82
1990-04-25,wheat/winter wheat,2,1149.4,1074.9,0,0,2.0256,0.8,0.238,0.24,0.24,0.238,0.24,0.24,0.0079,0.0079,0.0079,9.3,10.3
1990-04-26,wheat/winter wheat,2,1247.7,1157.2,0,0,2.1367,0,0.231,0.236,0.237,0.231,0.236,0.237,0.0079,0.0079,0.0079,9.7,24.63
1990-04-27,wheat/winter wheat,2,1322.4,1219,0,0,2.2988,3,0.239,0.24,0.24,0.239,0.24,0.24,0.0079,0.0079,0.0079,7.7,13.02
1990-04-28,wheat/winter wheat,2,1400.4,1282.9,0,0,2.4203,0,0.234,0.237,0.238,0.234,0.237,0.238,0.0079,0.0079,0.0079,6.5,15.21
1990-04-29,wheat/winter wheat,2,1507.4,1369.2,0,0,2.5459,0,0.228,0.234,0.235,0.228,0.234,0.235,0.0079,0.0079,0.0079,10.4,21.45
1990-04-30,wheat/winter wheat,2,1636.7,1471.1,0,0,2.7151,0,0.221,0.23,0.233,0.221,0.23,0.233,0.0079,0.0079,0.0079,12.8,25.38
1990-05-01,wheat/winter wheat,2,1771.7,1575.1,0,0,2.9145,0,0.213,0.226,0.23,0.213,0.226,0.23,0.0079,0.0079,0.0079,13.5,27.76
1990-05-02,wheat/winter wheat,2,1917,1683.7,0,0,3.1174,0,0.204,0.221,0.227,0.204,0.221,0.227,0.0079,0.0079,0.0079,15.9,28.25
1990-05-03,wheat/winter wheat,2,2070.2,1795.1,0,0,3.3289,0,0.194,0.215,0.223,0.194,0.215,0.223,0.0079,0.0079,0.0079,15.3,28.68
1990-05-04,wheat/winter wheat,2,2227.6,1906.2,0,0,3.5453,0,0.185,0.21,0.219,0.185,0.21,0.219,0.0079,0.0079,0.0079,15.8,28.96
1990-05-05,wheat/winter wheat,2,2390.1,2017.5,0,0,3.7607,0,0.177,0.206,0.216,0.177,0.206,0.216,0.0079,0.0079,0.0079,16.4,28.6
1990-05-06,wheat/winter wheat,2,2559.2,2129.5,0,0,3.9756,0,0.169,0.201,0.212,0.169,0.201,0.212,0.0079,0.0079,0.0079,17,28.98
1990-05-07,wheat/winter wheat,2,2734.2,2241.5,0,0,4.1915,0,0.161,0.196,0.209,0.161,0.196,0.209,0.0079,0.0079,0.0079,17.6,27.16
1990-05-08,wheat/winter wheat,2,2903.5,2346.5,0,0,4.4067,0.3,0.156,0.192,0.206,0.156,0.192,0.206,0.0079,0.0079,0.0079,16.3,24.07
1990-05-09,wheat/winter wheat,2,3088.9,2457.8,0,0,4.6079,0,0.149,0.187,0.202,0.149,0.187,0.202,0.0079,0.0079,0.0079,16.2,27.13
1990-05-10,wheat/winter wheat,2,3272.8,2564.6,0,0,4.8207,10.1,0.236,0.19,0.199,0.236,0.19,0.199,0.0079,0.0079,0.0079,16.1,26.18
1990-05-11,wheat/winter wheat,2,3445.8,2662.5,0,0,5.0245,0.2,0.231,0.187,0.197,0.231,0.187,0.197,0.0079,0.0079,0.0079,13.1,21.08
1990-05-12,wheat/winter wheat,2,3622.3,2759.9,0,0,5.2108,2.1,0.236,0.192,0.194,0.236,0.192,0.194,0.0079,0.0079,0.0079,12.1,22.18
1990-05-13,wheat/winter wheat,2,3776.2,2842.9,0,0,5.3959,0,0.231,0.189,0.192,0.231,0.189,0.192,0.0079,0.0079,0.0079,10.8,18.48
1990-05-14,wheat/winter wheat,2,3899.2,2907.8,0,0,5.5534,0,0.227,0.187,0.19,0.227,0.187,0.19,0.0079,0.0079,0.0079,10.7,12.14
1990-05-15,wheat/winter wheat,2,4104.5,3013.2,0,0,5.6762,0,0.221,0.182,0.187,0.221,0.182,0.187,0.0079,0.0079,0.0079,12.3,27.54
1990-05-16,wheat/winter wheat,2,4265.5,3093.1,0,0,5.8752,3.8,0.238,0.193,0.185,0.238,0.193,0.185,0.0079,0.0079,0.0079,15.2,18.57
1990-05-17,wheat/winter wheat,2,4436.8,3175.4,0,0,6.0256,0,0.231,0.19,0.182,0.231,0.19,0.182,0.0079,0.0079,0.0079,13.8,20.2
1990-05-18,wheat/winter wheat,2,4590.3,3247.3,0,0,6.1802,0,0.226,0.187,0.18,0.226,0.187,0.18,0.0079,0.0079,0.0079,10.3,17.47
1990-05-19,wheat/winter wheat,2,4780.4,3334.1,0,0,6.3151,0,0.22,0.182,0.176,0.22,0.182,0.176,0.0079,0.0079,0.0079,11.3,24.32
1990-05-20,wheat/winter wheat,2,5004.3,3432.8,0,0,6.4775,0,0.211,0.176,0.172,0.211,0.176,0.172,0.0079,0.0079,0.0079,13.7,29.7
1990-05-21,wheat/winter wheat,2,5219.6,3524.6,0,0,6.6618,0,0.203,0.171,0.168,0.203,0.171,0.168,0.0079,0.0079,0.0079,13.4,27.85
1990-05-22,wheat/winter wheat,2,5441.2,3615.7,0,0,6.8325,0,0.196,0.166,0.164,0.196,0.166,0.164,0.0079,0.0079,0.0079,13.8,28.52
1990-05-23,wheat/winter wheat,2,5633.3,3691.5,0,0,7.0015,0.1,0.189,0.162,0.161,0.189,0.162,0.161,0.0079,0.0079,0.0079,14.7,23.84
1990-05-24,wheat/winter wheat,2,5854.7,3776,0,0,7.1419,0,0.181,0.156,0.157,0.181,0.156,0.157,0.0079,0.0079,0.0079,12.9,27.63
1990-05-25,wheat/winter wheat,2,6019.7,3837.3,0,0,7.2979,0,0.175,0.153,0.154,0.175,0.153,0.154,0.0079,0.0079,0.0079,9,19.33
1990-05-26,wheat/winter wheat,2,6228.3,3913.2,0,0,7.4111,0,0.169,0.149,0.151,0.169,0.149,0.151,0.0079,0.0079,0.0079,8.3,28.82
1990-05-27,wheat/winter wheat,2,6434.9,3986.6,0,0,7.5508,0,0.162,0.145,0.148,0.162,0.145,0.148,0.0079,0.0079,0.0079,8.2,28.63
1990-05-28,wheat/winter wheat,2,6598.4,4043,0,0,7.6856,0.1,0.157,0.142,0.146,0.157,0.142,0.146,0.0079,0.0079,0.0079,9.7,18.28
1990-05-29,wheat/winter wheat,2,6822.2,4117.8,0,0,7.789,0,0.15,0.138,0.142,0.15,0.138,0.142,0.0079,0.0079,0.0079,10.1,29.67
1990-05-30,wheat/winter wheat,2,7040.1,4187.8,0,0,7.9258,0,0.143,0.134,0.139,0.143,0.134,0.139,0.0079,0.0079,0.0079,11.9,27.85
1990-05-31,wheat/winter wheat,2,7248.1,4251.4,0,0,8.0535,0,0.137,0.131,0.136,0.137,0.131,0.136,0.0079,0.0079,0.0079,14.4,25.34
1990-06-01,wheat/winter wheat,2,7429.8,4303.5,0,0,8.169,0,0.132,0.127,0.132,0.132,0.127,0.132,0.0079,0.0079,0.0079,18.1,22.89
1990-06-02,wheat/winter wheat,2,7577,4343.6,0,0,8.2631,8.9,0.213,0.126,0.131,0.213,0.126,0.131,0.0079,0.0079,0.0079,13.4,14.76
1990-06-03,wheat/winter wheat,2,7754.7,4389.6,0,0,8.3355,2.9,0.231,0.124,0.129,0.231,0.124,0.129,0.0079,0.0079,0.0079,13.5,19.24
1990-06-04,wheat/winter wheat,3,7926.9,4432.6,0,0,8.4182,5.8,0.24,0.161,0.127,0.24,0.161,0.127,0.0079,0.0079,0.0079,12.7,17.71
1990-06-05,wheat/winter wheat,3,8119,4480.5,0,0,8.4955,0,0.231,0.158,0.126,0.231,0.158,0.126,0.0079,0.0079,0.0079,13.1,21.13
1990-06-06,wheat/winter wheat,3,8259.3,4515.3,0,0,8.5814,0,0.226,0.154,0.124,0.226,0.154,0.124,0.0079,0.0079,0.0079,13.9,13.85
1990-06-07,wheat/winter wheat,3,8362.3,4540.9,0,0,8.6438,1.8,0.235,0.153,0.124,0.235,0.153,0.124,0.0079,0.0079,0.0079,13.8,8.14
1990-06-08,wheat/winter wheat,3,8471,4567.8,0,0,8.6895,5.2,0.244,0.188,0.124,0.244,0.188,0.124,0.0079,0.0079,0.0079,10.1,7.91
1990-06-09,wheat/winter wheat,3,8632.8,4607.8,0,0,8.7376,0.9,0.237,0.191,0.123,0.237,0.191,0.123,0.0079,0.0079,0.0079,10.6,17.37
1990-06-10,wheat/winter wheat,3,8738.8,4633.9,0,0,8.8089,30.8,0.37,0.245,0.169,0.37,0.245,0.169,0.0079,0.0079,0.0079,11.3,7.94
1990-06-11,wheat/winter wheat,3,8846.6,4660.4,0,0,8.8555,0.5,0.332,0.245,0.243,0.332,0.245,0.243,0.0079,0.0079,0.0079,11.2,7.94
1990-06-12,wheat/winter wheat,3,8961.6,4688.7,0,0,8.9027,0,0.242,0.243,0.244,0.242,0.243,0.244,0.0079,0.0079,0.0079,13.8,10.58
1990-06-13,wheat/winter wheat,3,9064,4713.7,0,0,8.9528,0.6,0.237,0.239,0.24,0.237,0.239,0.24,0.0079,0.0079,0.0079,12.8,7.94
1990-06-14,wheat/winter wheat,3,9166.6,4738.8,0,0,8.9973,0,0.233,0.235,0.237,0.233,0.235,0.237,0.0079,0.0079,0.0079,12.9,7.98
1990-06-15,wheat/winter wheat,3,9271.9,4764.5,0,0,9.0416,0,0.229,0.233,0.235,0.229,0.233,0.235,0.0079,0.0079,0.0079,11.7,8.54
1990-06-16,wheat/winter wheat,3,9450.4,4807.9,0,0,9.087,0,0.222,0.228,0.231,0.222,0.228,0.231,0.0079,0.0079,0.0079,11.8,20.32
1990-06-17,wheat/winter wheat,3,9689.8,4865.9,0,0,9.1637,0,0.212,0.22,0.225,0.212,0.22,0.225,0.0079,0.0079,0.0079,14.5,29.78
